5EBA00E0,Policy-Based Management of Grids and Networks Through an Hierarchical Architecture,2004,0000-00-00 00:00:00,10.1007/978-3-540-27767-5_5,,,,19354
8156F846,An hierarchical policy-based architecture for integrated management of grids and networks,2004,0000-00-00 00:00:00,10.1109/POLICY.2004.1309155,,,,19203
7DBC2806,Anytime learning of anycost classifiers,2011,2011-03-01 00:00:00,10.1007/s10994-010-5228-1,Machine Learning,03B4502A,,19352
5DE8CBB4,Fast Classification, Calibration, and Visualization of Network Attacks on Backbone Links,2004,2004-02-18 00:00:00,10.1007/978-3-540-25978-7_84,international conference on information netwo,,43F6AF91,19353
70894292,Scalable thread visualization for debugging data races in OpenMP programs,2007,2007-05-02 00:00:00,10.1007/978-3-540-72360-8_27,grid and pervasive computing,,44087830,19409
60399443,Performance visualization for large-scale computing systems: a literature review,2011,2011-07-09 00:00:00,10.1007/978-3-642-21602-2_49,international conference on human computer in,,43331058,19531
801EBF7D,State of the Art of Performance Visualization,2014,0000-00-00 00:00:00,10.2312/eurovisstar.20141177,,,,19434
6FF98D92,Control and visualization system for managed self-organization network,2011,0000-00-00 00:00:00,,conference on network and service management,,446CDE43,19370
7D80BEC8,Towards non-expert users monitoring networks and services through semantically enhanced visualizations,2010,0000-00-00 00:00:00,10.1109/CNSM.2010.5691252,conference on network and service management,,446CDE43,19290
0298DA01,A Novel Approach to Support the Visual Exploration and Management of Heterogeneous Home Area Network Devices and Services,2011,2011-06-13 00:00:00,,autonomous infrastructure management and secu,,46A1EA1D,19458
811770E9,A semantic monitoring and management framework for end-to-end services,2011,0000-00-00 00:00:00,10.1109/INM.2011.5990649,integrated network management,,452ACCB8,19377
808810DA,Object orientation with business process modeling for Successful Business Process Reengineering,2008,0000-00-00 00:00:00,10.1109/ITSIM.2008.4631553,,,,19498
5B3324FC,THE USE OF FISHEYE VIEW VISUALIZATIONS IN UNDERSTANDING BUSINESS PROCESS,2008,0000-00-00 00:00:00,,european conference on information systems,,447CF406,19386
03667986,Extended Visualization for a Digital Journal,2009,0000-00-00 00:00:00,,international conference on web information s,,44F29802,19404
5D28C802,Interaction Promotes Collaboration and Learning: Video Analysis of Algorithm Visualization Use during Collaborative Learning,2009,2009-03-23 00:00:00,10.1007/978-3-642-12436-5_15,international conference on web information s,,44F29802,19474
7ADA19D1,A multi-touch interface for enhancing collaborative UML diagramming,2012,2012-11-26 00:00:00,10.1145/2414536.2414541,australasian computer-human interaction confe,,45AAAE95,19425
053CF76C,Integrating Interactive Visualizations in the Search Process of Digital Libraries and IR Systems,2012,2012-01-12 00:00:00,10.1007/978-3-642-28997-2_38,european conference on information retrieval,,465D33C1,19508
5572F3BE,Vizgr: Linking Data in Visualizations,2011,2011-05-06 00:00:00,10.1007/978-3-642-28082-5_13,international conference on web information s,,44F29802,19398
78C37164,Visualizations in exploratory search: a user study with stock market information,2012,2012-09-05 00:00:00,10.1145/2362456.2362488,,,,19502
72ED30DC,3-D visualization system for geometric parts Using a laser profile sensor and an industrial robot,2014,0000-00-00 00:00:00,,international symposium on robotics,,4520AE55,19347
635FC6DC,Simple programming scheme for industrial robot manipulators: A case study for feasibility proof,2015,0000-00-00 00:00:00,,,,,19476
5EFE473A,Mining Multi-dimensional Data with Visualization Techniques,2004,2004-08-09 00:00:00,10.1007/978-3-540-28633-2_101,pacific rim international conference on artif,,45FD9DD4,19370
5C40A4C1,WWW Visualization Tools for Discovering Interesting Web Pages,2002,2002-01-01 00:00:00,10.1007/3-540-45884-0_50,discovery science,,437C7B15,19229
5EADDE35,A Model for Self-Organizing Data Visualization Using Decentralized Multiagent Systems,2008,0000-00-00 00:00:00,10.1007/978-1-84628-982-8_13,,,,19485
8124CA27,Cellular ants: combining ant-based clustering with cellular automata,2005,0000-00-00 00:00:00,10.1109/ICTAI.2005.47,international conference on tools with artifi,,44C0EC29,19302
6BDA16E1,Design of a Visualization Agent for WWW Information,2000,0000-00-00 00:00:00,,pacific rim international conference on artif,,45FD9DD4,18814
7DC9903F,Visualizing author attribution using Blobby objects,2007,0000-00-00 00:00:00,10.1109/CGIV.2007.91,,,,19225
5C901CBB,Topical and Temporal Visualization Using Wavelets,2006,2006-08-07 00:00:00,10.1007/978-3-540-36668-3_91,pacific rim international conference on artif,,45FD9DD4,18964
7ECC8C00,A Practical Visualization Method for Multi-Dimensional Web Document Vectors,2009,0000-00-00 00:00:00,10.1109/EBISS.2009.5137890,international conference on e business,,46576033,19370
5908A4B0,Colon Visualization Using Cylindrical Parameterization,2007,2007-08-28 00:00:00,10.1007/978-3-540-74607-2_55,advanced concepts for intelligent vision syst,,46C9E7AF,19444
068B7A1E,Improving the Effectiveness of Multimedia Summarization of Judicial Debates through Ontological Query Expansion,2011,2011-06-20 00:00:00,10.1007/978-3-642-22056-2_48,conference on advanced information systems en,,4398864E,19519
5F9536A9,VISRET – A Content Based Annotation, Retrieval and Visualization Toolchain,2009,2009-09-28 00:00:00,10.1007/978-3-642-04697-1_25,advanced concepts for intelligent vision syst,,46C9E7AF,19271
7DECD0BB,Semantics and machine learning: A new generation of court management systems,2010,2010-10-25 00:00:00,,international joint conference on knowledge d,,450989A3,19370
7E054B96,Towards a Smooth E-Justice: Semantic Models and Machine Learning,2013,0000-00-00 00:00:00,10.1007/978-3-642-34471-8_5,,,,19476
76B4CE0D,Comparative assessment of efficiency for content based image retrieval systems using different wavelet features and pre-classifier,2014,2014-09-21 00:00:00,,Multimedia Tools and Applications,06919ECD,,19515
7E6B6FEA,Network load balancing with traffic routing,2003,2003-09-08 00:00:00,,,,,19494
80998A06,Modeling IT operations/policies,2005,2005-02-11 00:00:00,,,,,19522
5AF7D8F3,Model-based policy application,2007,2007-01-12 00:00:00,,,,,19468
7D75A0FB,Secure domain join for computing devices,2004,2004-05-25 00:00:00,,,,,19476
7D5D794B,Model-based provisioning of test environments,2005,2005-06-29 00:00:00,,,,,19505
7B37F2F4,Visualization in network topology optimization,1992,1992-04-01 00:00:00,10.1145/131214.131231,conference on scientific computing,,470CB4A0,17683
70E1D1AF,Providing automatic policy enforcement in a multi-computer service application,2005,2005-06-01 00:00:00,,,,,19318
72C7DFD8,Rapid application security threat analysis,2001,2001-08-08 00:00:00,,,,,19318
80218CB6,WebLan-Designer: a Web-based system for interactive teaching and learning LAN design,2005,0000-00-00 00:00:00,10.1109/ITRE.2005.1503135,,,,18833
74D15E36,Using packet filters and network virtualization to restrict network communications,2000,2000-10-24 00:00:00,,,,,19003
7F18C4FF,Model-based system provisioning,2005,2005-03-10 00:00:00,,,,,19483
7F46FD28,System and method for distributed management of shared computers,2004,2004-11-12 00:00:00,,,,,19508
6CDCB3D2,Method and System for Generating a Network Monitoring Display with Animated Utilization Information,2007,2007-05-15 00:00:00,,,,,19224
7F3E4C76,System and Method for Logical Modeling of Distributed Computer Systems,2006,2006-03-07 00:00:00,,,,,19502
74BFD4EC,Model-based virtual system provisioning,2005,2005-06-29 00:00:00,,,,,19502
81165FBC,Integrating design, deployment, and management phases for systems,2003,2003-10-24 00:00:00,,,,,19508
604CE5AC,Security associations for devices,2004,2004-02-27 00:00:00,,,,,19468
7FB0D712,A tangible interface for IP network simulation,2003,2003-04-05 00:00:00,10.1145/765891.766000,human factors in computing systems,,4558D729,18630
70D61402,Network load balancing with session information,2003,2003-06-30 00:00:00,,,,,19498
7DB04A78,Flexible network load balancing,2003,2003-06-30 00:00:00,,,,,19494
837E358C,Assembly and output of user-defined groupings,2009,2009-01-12 00:00:00,,,,,19003
15D30172,Network Management and Network Design I,1994,0000-00-00 00:00:00,10.1007/978-1-4899-1298-5_38,,,,19476
72867350,Model and system state synchronization,2005,2005-09-08 00:00:00,,,,,19483
61FDDDAB,Network load balancing with host status information,2003,2003-06-30 00:00:00,,,,,19498
7D4F7156,Model-based system monitoring,2005,2005-04-15 00:00:00,,,,,19505
6001E34A,Design time validation of systems,2004,2004-03-01 00:00:00,,,,,19508
6F0E6B39,Network load balancing with connection manipulation,2003,2003-09-08 00:00:00,,,,,19502
802B8377,Architecture for distributed computing system and automated design, deployment, and management of distributed applications,2005,2005-12-29 00:00:00,,,,,19511
76558439,Tradeoff decisions in the design of a backbone computer network using visualization,2003,2003-06-01 00:00:00,10.1016/S0167-9236(02)00112-4,decision support systems,00AF29E1,46789D3E,19502
8066429A,System and method for designing a logical model of a distributed computer system and deploying physical resources according to the logical model,2004,2004-09-12 00:00:00,,,,,19003
78E2D929,Spacetime visualization of relativistic effects,1990,1990-01-01 00:00:00,,conference on scientific computing,,470CB4A0,18763
7D22E70B,T-buffer: fast visualization of relativistic effects in space-time,1990,1990-02-01 00:00:00,10.1145/91385.91423,interactive 3d graphics and games,07DCF666,457D471C,18669
7B75F3C8,Image shading taking into account relativistic effects,1996,1996-10-01 00:00:00,10.1145/234535.234537,ACM Transactions on Graphics,0B0C7BA0,,18709
6DE6C51E,System and process for image-based relativistic rendering,2000,2000-11-27 00:00:00,,,,,19444
075B5D07,A Texture Mapping Approach for the Visualization of Special Relativity,1999,0000-00-00 00:00:00,,,,,19193
7F346D67,Special Relativistic Visualization by Local Ray Tracing,2010,0000-00-00 00:00:00,10.1109/TVCG.2010.196,IEEE Transactions on Visualization and Comput,050D92AB,,19497
79702016,An updated cross-indexed guide to the ray-tracing literature,1992,1992-01-01 00:00:00,10.1145/142403.142405,Computer Graphics,07DCF666,,19350
7A59DF90,Time dilation visualization in relativity,1990,1990-10-01 00:00:00,10.1109/SUPERC.1990.130108,,,,19009
7A85E395,On circularly-hidden surface removal,1998,1998-05-15 00:00:00,10.1016/S0020-0190(98)00045-3,Information Processing Letters,08D19590,,19468
7A088879,Searchlight and Doppler effects in the visualization of special relativity: a corrected derivation of the transformation of radiance,1999,1999-07-01 00:00:00,10.1145/336414.336459,ACM Transactions on Graphics,0B0C7BA0,,18717
69FEAB0B,A Visual Stack Based Paradigm for Visualization Environments,2005,0000-00-00 00:00:00,,,,,19404
78DD66F9,Datavis: a visual programming language for scientific visualization,1991,1991-04-01 00:00:00,,conference on scientific computing,,470CB4A0,18942
7ACA3B46,Scientific visualization - Current trends and future directions,2012,2012-08-17 00:00:00,,,,,19403
7CB440B7,Visual languages and computing survey: Data flow visual programming languages,1992,1992-03-31 00:00:00,10.1016/1045-926X(92)90034-J,Journal of Visual Languages and Computing,0C557BAC,,17231
7E30E649,A Novel Visual Programming Method Designed for Error Rate Reduction,2008,0000-00-00 00:00:00,10.1109/ISCSCT.2008.146,,,,19458
5FEC8B3B,Fluid flow visualization: Recent developments and future directions,1993,0000-00-00 00:00:00,10.1007/3-540-56394-6_193,,,,19521
804ABC23,A Visual Approach To Geometric Programming,2005,0000-00-00 00:00:00,,Computer-aided Design and Applications,0890EB59,,19249
8239D858,Kinect-based non-intrusive human gait analysis and visualization,2015,0000-00-00 00:00:00,,multimedia signal processing,,47A1D52F,19508
7DD93A71,Intranet-Based Real-Time Laboratory A Case Study in Electrical Engineering,2005,0000-00-00 00:00:00,10.1109/IMTC.2005.1604339,IEEE Transactions on Instrumentation and Meas,00A635CD,,19327
5D4C8F00,Visual Trigger Templates for Knowledge-Based Indexing,2004,2004-11-30 00:00:00,10.1007/978-3-540-30542-2_20,pacific rim conference on multimedia,,4459102E,18971
7FC3A64C,Affective Meeting Video Analysis,2005,0000-00-00 00:00:00,10.1109/ICME.2005.1521695,international conference on multimedia and ex,,432251B5,18945
7CF01F14,An Automatic and Immediate Metadata Extraction Method by Heterogeneous Sensors for Meeting Video Streams,2005,0000-00-00 00:00:00,,symposium on applications and the internet,,466431A5,19476
7D71B113,BUILDING A SMART MEETING ROOM: FROM INFRASTRUCTURE TO THE VIDEO GAP (RESEARCH AND OPEN ISSUES),2005,0000-00-00 00:00:00,10.1109/ICDE.2005.202,international conference on data engineering,,45610CDA,19286
7FCD3D8E,Parallel program debugging using scalable visualization,1995,0000-00-00 00:00:00,10.1109/ICAPP.1995.472257,international conference on algorithms and ar,,42CD4D27,19318
80181155,State chart visualization of the control flow within an ACT-R/PM user model,2005,2005-09-26 00:00:00,10.1145/1122935.1122944,task models and diagrams for user interface d,,43359BCB,19290
79D9FF03,A visual language and environment for enterprise system modelling and automation,2014,0000-00-00 00:00:00,10.1016/j.jvlc.2014.03.004,Journal of Visual Languages and Computing,0C557BAC,,19490
7E81E439,Visual Modelling of Complex Business Processes with Trees, Overlays and Distortion-based Displays,2007,0000-00-00 00:00:00,10.1109/VLHCC.2007.28,,,,18729
80B8E5C4,An Overview of 3D Software Visualization,2009,0000-00-00 00:00:00,10.1109/TVCG.2008.86,IEEE Transactions on Visualization and Comput,050D92AB,,18410
75DB772D,Tasks and scenario-based evaluation of information visualization techniques,2004,2004-11-15 00:00:00,,task models and diagrams for user interface d,,43359BCB,19063
66F060B3,La visualización de la información en el entorno de la Ciencia de la Información,2011,2011-06-08 00:00:00,,,,,19517
6F6D06CF,Applying a User-centered Approach to Interactive Visualisation Design,2009,0000-00-00 00:00:00,10.1007/978-1-84800-269-2_8,,,,19416
0E4BF001,Clutter Measurement and Reduction for Enhanced Information Visualization,2006,0000-00-00 00:00:00,,,,,19476
5A3D5652,Towards visual analysis of usability test logs using task models,2006,2006-10-23 00:00:00,10.1007/978-3-540-70816-2_3,task models and diagrams for user interface d,,43359BCB,18678
7EA3FDD1,A taxonomy of tasks for guiding the evaluation of multidimensional visualizations,2006,2006-05-23 00:00:00,10.1145/1168149.1168169,advanced visual interfaces,,43987AC1,18847
09EBE64D,User-Centered Evaluation of Information Visualization Techniques: Making the HCI-InfoVis Connection Explicit,2014,0000-00-00 00:00:00,10.1007/978-1-4614-7485-2_12,,,,19457
7BD15EE9,Scenario-Based Methods for Evaluating Collaborative Systems,2009,2009-08-01 00:00:00,10.1007/s10606-009-9095-x,conference on computer supported cooperative ,0A95C19B,473B0162,19112
7DB00020,A Collaborative Task Modeling Approach Based on Extended GOMS,2009,0000-00-00 00:00:00,10.1109/ICECT.2009.88,,,,19476
7FDE066D,SADT/IDEF0 for Augmenting UML, Agile and Usability Engineering Methods,2013,0000-00-00 00:00:00,,international conference on software and data,,46CFE76B,19376
71269D30,Resilience-Building Technologies: State of Knowledge -- ReSIST NoE Deliverable D12,2007,0000-00-00 00:00:00,,,,,19554
7B628B2B,Applying information visualization techniques to visual representations of task models,2004,2004-11-15 00:00:00,,task models and diagrams for user interface d,,43359BCB,19179
767FFC6F,An approach for supporting distributed user interface orchestration over the Web,2014,2014-01-31 00:00:00,,International Journal of Human-computer Studi,07B920C3,,19475
6B437F14,Weighting task procedure for zoomable task hierarchy modeling of rich internet applications,2009,2009-09-23 00:00:00,10.1007/978-3-642-11797-8_8,task models and diagrams for user interface d,,43359BCB,19511
781DF725,Tool support for designing context-sensitive user interfaces using a model-based approach,2005,2005-09-26 00:00:00,10.1145/1122935.1122939,task models and diagrams for user interface d,,43359BCB,18994
7EB8E192,Model Driven Engineering of Rich Internet Applications Equipped with Zoomable User Interfaces,2009,0000-00-00 00:00:00,,latin american web congress,,463966B8,19498
08D27CF5,Structuring and composition mechanisms to address scalability issues in task models,2011,2011-09-05 00:00:00,10.1007/978-3-642-23765-2_40,international conference on human computer in,,43331058,18368
06461BA7,Web-based querying and temporal visualization of longitudinal clinical data,2011,2011-07-02 00:00:00,10.1007/978-3-642-22218-4_33,artificial intelligence in medicine in europe,,43383ED6,19404
7EECE0BC,Monitoring Human Resources of a Public Health-Care System Through Intelligent Data Analysis and Visualization,2008,2008-11-01 00:00:00,10.5772/6412,artificial intelligence in medicine in europe,,43383ED6,19224
5BFC1E67,Towards Information Visualization and Clustering Techniques for MRI Data Sets,2005,2005-07-23 00:00:00,,artificial intelligence in medicine in europe,,43383ED6,19370
04016304,Extraction, Analysis, and Visualization of Temporal Association Rules from Interval-Based Clinical Data,2013,2013-05-29 00:00:00,10.1007/978-3-642-38326-7_35,artificial intelligence in medicine in europe,,43383ED6,19358
21D62A51,Digging deep into weighted patient data through multiple-level patterns,2015,2015-11-20 00:00:00,10.1016/j.ins.2015.06.006,Information Sciences,0B7B9B75,,19534
769F1458,Descriptive Modelling of Clinical Conditions with Data-driven Rule Mining in Physiological Data,2015,0000-00-00 00:00:00,,international conference on health informatic,,43CD997E,19498
7D1C50AB,Thirty years of artificial intelligence in medicine (AIME) conferences: A review of research themes,2015,2015-01-09 00:00:00,10.1016/j.artmed.2015.07.003,Artificial Intelligence in Medicine,028803A7,,19551
5F3D263B,Quantification and Visualization of Variation in Anatomical Trees,2015,0000-00-00 00:00:00,10.1007/978-3-319-16348-2_5,,,,19532
7B1C5981,Embedding in space forms,2013,2013-02-01 00:00:00,10.1016/j.jmva.2012.06.002,Journal of Multivariate Analysis,07FB3C3A,,19468
7868E891,H-MDS: a new approach for interactive visualization with multidimensional scaling in the hyperbolic space,2004,2004-06-01 00:00:00,10.1016/j.is.2003.10.002,knowledge discovery and data mining,0B810D50,436976F3,19085
7BAACE6E,Large-scale data exploration with the hierarchically growing hyperbolic SOM,2006,2006-07-01 00:00:00,10.1016/j.neunet.2006.05.015,Neural Networks,07552028,,18814
80EC4026,Topographic Processing of Relational Data,2007,0000-00-00 00:00:00,,,,,19279
79831FF5,Image fusion based on topographic mappings using the hyperbolic space,2005,2005-10-01 00:00:00,10.1057/palgrave.ivs.9500106,Information Visualization,03498FCF,,19415
5F13A2EE,Towards Artistic Collections Navigation Tools Based on Relevance Feedback,2012,0000-00-00 00:00:00,10.1007/978-3-642-27978-2_13,,,,19511
79E173EF,Hyperbolic Wheel: A Novel Hyperbolic Space Graph Viewer for Hierarchical Information Content,2012,2012-10-31 00:00:00,10.5402/2012/609234,,,,19389
7DBB70A9,Interactive visualization and navigation in large data collections using the hyperbolic space,2003,0000-00-00 00:00:00,10.1109/ICDM.2003.1250940,international conference on data mining,,468A7487,19165
5F49E942,An Integrated Graph and Probability Based Clustering Framework for Sequential Data,2008,2008-10-13 00:00:00,10.1007/978-3-540-88411-8_24,discovery science,,437C7B15,19476
06E42C7D,Discovery of Significant Usage Patterns from Clusters of Clickstream Data,2005,0000-00-00 00:00:00,,,,,19111
811A0507,Analysis Guided Visual Exploration of Multivariate Data,2007,0000-00-00 00:00:00,10.1109/VAST.2007.4389000,visual analytics science and technology,,453FBF5D,18983
8213C3FE,Discovering user profiles for web personalization using EM with Bayesian Classification,2014,0000-00-00 00:00:00,,,,,19468
04BFAAE2,Mixture Models and Frequent Sets: Combining Global and Local Methods for 0-1 Data,2003,0000-00-00 00:00:00,,siam international conference on data mining,,441CE122,19031
7F858BF4,Utilization of two web-based continuing education courses evaluated by Markov chain model,2012,2012-05-01 00:00:00,10.1136/amiajnl-2011-000287,Journal of the American Medical Informatics A,07BD2FB2,,19505
826C1C54,ePub WU Institutional Repository,2008,0000-00-00 00:00:00,,,,,19548
7D59CD66,Business process analysis in healthcare environments: A methodology based on process mining,2012,2012-04-01 00:00:00,10.1016/j.is.2011.01.003,Information Systems,0B810D50,,18200
05E00803,Web Site Personalizers for Mobile Devices,2001,0000-00-00 00:00:00,,international joint conference on artificial ,,47C39427,19328
7C687A02,Visualization of navigation patterns on a Web site using model-based clustering,2000,2000-08-01 00:00:00,10.1145/347090.347151,knowledge discovery and data mining,,436976F3,16366
7CEE6FEC,Automating the Discovery and Modeling of Open Source Software Development Processes,2003,0000-00-00 00:00:00,,,,,19383
6C77740E,Data visualization using association networks,2001,2001-02-12 00:00:00,,,,,19370
8109C115,Bayesian analysis of online newspaper log data,2003,0000-00-00 00:00:00,10.1109/SAINTW.2003.1210173,symposium on applications and the internet,,466431A5,18926
82425D8D,Using Distinct Information Channels for a Hybrid Web Recommender System,2004,0000-00-00 00:00:00,,,,,19443
049B859C,Web Usage Mining: Discovering Usage Patterns for Web Applications,2013,0000-00-00 00:00:00,10.1007/978-3-642-33326-2_4,,,,19536
2EE9CC90,A MILP approach to the optimization of banner display strategy to tackle banner blindness,2015,2015-05-29 00:00:00,10.1007/s10100-015-0398-3,Central European Journal of Operations Resear,099979BA,,19530
7E1605C9,Pattern Discovery Using Association Rules,2011,0000-00-00 00:00:00,,Food Chemistry,05D7C486,,19370
5D3C5C69,Preprocessing time series data for classification with application to CRM,2005,2005-12-05 00:00:00,10.1007/11589990_16,australian joint conference on artificial int,,46EF45E9,19307
070E7355,An Annotated Bibliography on Temporal and Evolution Aspects in the World Wide Web,2003,0000-00-00 00:00:00,,,,,18919
8118E76E,Bayesian Clustering with Variable and Transformation Selections,2003,0000-00-00 00:00:00,,,,,18343
58C0E0E7,Visually displaying sequentially ordered data for mining,2002,2002-11-21 00:00:00,,,,,19502
5E52BE86,Method for customer segmentation with applications to electronic commerce,2000,2000-07-27 00:00:00,,,,,19224
78DA6A22,Mining Navigation Patterns Using a Sequence Alignment Method,2004,2004-03-01 00:00:00,,Knowledge and Information Systems,04DFB7BE,,18462
7AB2899D,Golden Path Analyzer: using divide-and-conquer to cluster Web clickstreams,2003,2003-08-24 00:00:00,10.1145/956750.956791,knowledge discovery and data mining,,436976F3,18948
7D1598C6,Generative binary codes,2003,2003-02-01 00:00:00,10.1007/s10044-003-0194-x,Pattern Analysis and Applications,02B63C29,,19282
7D6ADEAA,Personalized recommendation with adaptive mixture of markov models,2007,2007-10-01 00:00:00,10.1002/asi.20631,Journal of the Association for Information Sc,04C66E92,,19105
7E09003B,Mixing and matching usage data: techniques for mining varied activity data sources,2013,2013-11-03 00:00:00,10.1145/2504776.2504806,,,,19444
7CA13FC6,Data Mining for Software Process Discovery in Open Source Software Development Communities,2004,0000-00-00 00:00:00,10.1049/ic:20040484,mining software repositories,,454AACD8,18708
7F6456E3,Visualizing Web Navigation Patterns with Factor Analysis,2007,0000-00-00 00:00:00,,,,,19431
7C14F371,A new Markov model for Web access prediction,2002,0000-00-00 00:00:00,10.1109/MCISE.2002.1046594,Computing in Science and Engineering,066EC72D,,18562
7D24D0EA,Clinical pathway analysis using graph-based approach and Markov models,2007,0000-00-00 00:00:00,10.1109/ICDIM.2007.4444236,international conference on digital informati,,436D51D0,19339
7C068123,Clustering Web Surfers with Probabilistic Models in a Real Application,2004,2004-09-20 00:00:00,10.1109/WI.2004.10005,web intelligence,00C58188,478794CB,19395
8050C57C,Visualizing user activity in open e-learning contexts: challenges and techniques for operational management,2011,2011-11-12 00:00:00,,,,,19483
72014929,Spatial analysis for the distribution of cells in tissue sections,2014,0000-00-00 00:00:00,,,,,19517
75888E7D,Relational Markov models and their application to adaptive web navigation,2002,2002-07-23 00:00:00,10.1145/775047.775068,knowledge discovery and data mining,,436976F3,17038
7D1D8AD6,Mixtures of ARMA models for model-based time series clustering,2002,0000-00-00 00:00:00,10.1109/ICDM.2002.1184037,international conference on data mining,,468A7487,18058
7B6CEFD0,Using visualizations to monitor changes and harvest insights from a global-scale logging infrastructure at Twitter,2014,0000-00-00 00:00:00,,visual analytics science and technology,,453FBF5D,19466
7C21450D,From devices to people: attribution of search activity in multi-user settings,2014,2014-04-07 00:00:00,,international world wide web conferences,07B3FFB5,43ABF249,19382
7E4F1339,From visual data exploration to visual data mining: a survey,2003,0000-00-00 00:00:00,10.1109/TVCG.2003.1207445,IEEE Transactions on Visualization and Comput,050D92AB,,16983
760E1767,Sequence-based clustering for Web usage mining: A new experimental framework and ANN-enhanced K-means algorithm,2008,2008-06-01 00:00:00,10.1016/j.datak.2008.01.002,data and knowledge engineering,082A5963,45A68B5F,18594
7F6A6745,WebFrame: In Pursuit of Computationally and Cognitively Efficient Web Mining,2002,2002-05-06 00:00:00,10.1007/3-540-47887-6_26,knowledge discovery and data mining,,436976F3,18984
